model_id,k_fold,frac_val,val_best_acc,val_best_auc,val_best_sp,val_best_sn,val_avg_acc,val_avg_auc,val_avg_sp,val_avg_sn,train_best_acc,train_best_auc,train_best_sp,train_best_sn,train_avg_acc,train_avg_auc,train_avg_sp,train_avg_sn,host_name,is_inception,optim,lr,epochs,double_img,output_tab,backbone,feature_extract,early_start
96e76668428146d3b8a0c3d632358ac0,,0.2,0.7707006369426752,0.6988836662749706,1.0,0.6956521739130435,0.7053503184713376,0.5566872307089697,0.9157657657657656,0.1976086956521739,0.7903494176372712,0.6717900604321312,1.0,0.4311377245508982,0.7454908485856906,0.5835716355307818,0.948041474654378,0.2191017964071856,magneto,False,radam,0.01,100,0,,regnet,False,100
81e4eabb5e414187acaf9cd58ef27513,,0.2,0.8535031847133758,0.7696827262044654,1.0,0.9130434782608696,0.7568789808917199,0.6961790050920486,0.8427927927927925,0.5495652173913043,0.9334442595673876,0.902342779878032,0.976958525345622,0.8383233532934131,0.8611480865224627,0.8054815254284057,0.9307834101382488,0.680179640718563,magneto,False,sgd,0.01,100,0,,regnet,False,100
cc0aaf5478b14c648e8d4dd2a3459233,,0.2,0.713375796178344,0.5235996866431649,1.0,1.0,0.7021656050955414,0.500268311790051,0.987927927927928,0.0126086956521739,0.7221297836938436,0.5018419382433289,1.0,0.0479041916167664,0.7217138103161399,0.4999330141560197,0.999147465437788,0.0007185628742514,magneto,False,adam,0.01,100,0,,regnet,False,100
2eb1af5cc314449fb4f2e1fb05221bf2,,0.2,0.8152866242038217,0.7614571092831962,1.0,0.8260869565217391,0.7524203821656051,0.6572542107324716,0.8871171171171172,0.4273913043478262,0.8419301164725458,0.7726689478186486,0.967741935483871,0.6167664670658682,0.7953410981697171,0.6877314495433096,0.9299539170506914,0.4455089820359281,magneto,False,ranger,0.01,100,0,,regnet,False,100
9661432ba90949c8b41478341c45a3d4,,0.2,0.7961783439490446,0.6832158245201724,1.0,0.9565217391304348,0.7015923566878982,0.5776439482961222,0.8770270270270271,0.2782608695652174,0.7970049916805325,0.6932034548414693,0.97926267281106,0.497005988023952,0.7591680532445925,0.6157159413891111,0.9386175115207374,0.292814371257485,magneto,False,radam,0.01,100,0,,regnet,False,100
d344097ccddb4a5f989910e081086b33,,0.2,0.8535031847133758,0.8009204857030943,0.981981981981982,0.8478260869565217,0.7612101910828027,0.7086623580101841,0.8355855855855855,0.5817391304347825,0.9334442595673876,0.9018805706559232,0.9838709677419356,0.844311377245509,0.8549750415973376,0.7964182924473634,0.9282258064516128,0.6646107784431138,magneto,False,sgd,0.01,100,0,,regnet,False,100
89e01b1723034affacd87c413832c28e,,0.2,0.8471337579617835,0.7836858597728164,0.990990990990991,0.8043478260869565,0.7578980891719748,0.670039169604387,0.8822522522522521,0.4578260869565216,0.8386023294509152,0.7648389856232235,0.9608294930875576,0.5988023952095808,0.797603993344426,0.6925585005104997,0.9290092165898618,0.4561077844311377,magneto,False,ranger,0.01,100,0,,regnet,False,100
7e05a42853f4408c9014f3a2bdcb4cac,,0.2,0.713375796178344,0.517234625930278,1.0,0.3043478260869565,0.7018471337579619,0.4992156286721503,0.9886486486486488,0.0097826086956521,0.7221297836938436,0.5043737409972682,1.0,0.0718562874251497,0.7213643926788689,0.500077885703248,0.9981797235023042,0.0019760479041916,magneto,False,adam,0.01,100,0,,regnet,False,100
230254ebef2645ee8e59109c3be93dd4,,0.2,0.8471337579617835,0.7779083431257344,0.981981981981982,0.8478260869565217,0.757579617834395,0.7003025851938895,0.8386486486486485,0.5619565217391304,0.9434276206322796,0.9203068517343196,0.976958525345622,0.8682634730538922,0.8590183028286189,0.8032700957531942,0.9287557603686636,0.6777844311377246,magneto,False,sgd,0.01,100,0,,regnet,False,100
9126ad0608254d3daaf4bb06a4b993a2,,0.2,0.821656050955414,0.7426556991774382,1.0,0.8913043478260869,0.7482802547770703,0.6507618488053271,0.8863063063063064,0.4152173913043477,0.8352745424292846,0.7464127045448274,0.9585253456221198,0.5688622754491018,0.7910815307820299,0.6796983912359613,0.930414746543779,0.4289820359281437,magneto,False,ranger,0.01,100,0,,regnet,False,100
62ce07901dbd49e382707488feb42ac2,,0.2,0.7834394904458599,0.713768115942029,1.0,0.8260869565217391,0.703503184713376,0.5919800235017627,0.8613513513513513,0.3226086956521739,0.8069883527454244,0.6913753138883524,0.9746543778801844,0.4311377245508982,0.7647753743760398,0.62691092469439,0.9372350230414748,0.3165868263473054,magneto,False,radam,0.01,100,0,,regnet,False,100
53cc176b7c00438ebc08a6305225b17b,,0.2,0.7070063694267517,0.5063650607128869,1.0,0.7608695652173914,0.6979617834394906,0.4985683509596553,0.9801801801801802,0.0169565217391304,0.7221297836938436,0.5080576174839261,1.0,0.059880239520958,0.7215141430948421,0.4999052816026932,0.9987327188940092,0.0010778443113772,magneto,False,adam,0.01,100,0,,regnet,False,100
51db9c6ab91041ca84189c780ce559fd,,0.2,0.7197452229299364,0.5605170387779084,1.0,0.391304347826087,0.7054777070063696,0.5014649432040736,0.9942342342342344,0.008695652173913,0.7237936772046589,0.504835950219377,1.0,0.059880239520958,0.7213643926788688,0.500077885703248,0.9981797235023042,0.0019760479041916,magneto,False,adam,0.01,100,0,,regnet,False,100
c5ca0f53cbd841eca6db71bcba76b873,,0.2,0.8471337579617835,0.7874069721895809,0.990990990990991,0.8478260869565217,0.7663057324840765,0.7090834312573442,0.8472972972972973,0.5708695652173913,0.9467554076539102,0.928136813929744,0.9723502304147466,0.8862275449101796,0.8630615640599004,0.8091456717900605,0.9305069124423964,0.6877844311377247,magneto,False,sgd,0.01,100,0,,regnet,False,100
68b84dabfe464d8583423b6808a3ae9c,,0.2,0.821656050955414,0.7667450058754407,0.990990990990991,0.8260869565217391,0.7514649681528663,0.6592518605562083,0.881981981981982,0.4365217391304347,0.8336106489184693,0.752173073208422,0.9539170506912442,0.5748502994011976,0.7907154742096506,0.6807895499323934,0.9282258064516128,0.4333532934131736,magneto,False,ranger,0.01,100,0,,regnet,False,100
e3cad561d53c4e71bbbc9c1a337bdbf2,,0.2,0.7770700636942676,0.6988836662749706,1.0,0.9782608695652174,0.6998089171974522,0.5859939287113201,0.8609009009009009,0.3110869565217391,0.805324459234609,0.6736457959656723,0.9700460829493088,0.4251497005988024,0.7594841930116474,0.6150875438063965,0.940115207373272,0.2900598802395209,magneto,False,radam,0.01,100,0,,regnet,False,100
32affbbcac12427a84e10af5e44db802,,0.2,0.8471337579617835,0.7903446925186056,1.0,0.8260869565217391,0.7696178343949045,0.6910575793184489,0.8808108108108107,0.5013043478260869,0.9467554076539102,0.9226109991997572,0.976958525345622,0.874251497005988,0.8722628951747089,0.8223133916498798,0.9347465437788018,0.7098802395209581,magneto,False,sgd,0.01,100,0,,mobile,False,100
89b1209eca2e44eeb1b59061fa687789,,0.2,0.821656050955414,0.7760477869173522,1.0,0.9130434782608696,0.7255414012738853,0.6453740697218958,0.839009009009009,0.4517391304347826,0.8435940099833611,0.7627693920913933,0.9539170506912442,0.5808383233532934,0.8015141430948417,0.7033704020530369,0.9242857142857144,0.4824550898203593,magneto,False,ranger,0.01,100,0,,mobile,False,100
0de11e06a2444858bcdfac8ebf136a7a,,0.2,0.7070063694267517,0.5304543674108892,1.0,1.0,0.6939490445859875,0.5004406580493537,0.9678378378378376,0.0330434782608695,0.7221297836938436,0.5080162256132895,1.0,0.2215568862275449,0.7187520798668888,0.4996505836253759,0.9928341013824884,0.0064670658682634,magneto,False,adam,0.01,100,0,,mobile,False,100
de2371ef299b4e109f4d8cc7b8a16d43,,0.2,0.7707006369426752,0.6904622013317665,1.0,1.0,0.616751592356688,0.5501057579318449,0.711081081081081,0.3891304347826086,0.7870216306156406,0.6697135682551947,1.0,0.4431137724550898,0.7414143094841933,0.5876010651508045,0.9338248847926268,0.241377245508982,magneto,False,radam,0.01,100,0,,mobile,False,100
2681ca9e9e6f42c9830af1eedb7d52c6,,0.2,0.7579617834394905,0.6463963963963965,1.0,1.0,0.6726751592356689,0.5159479044261652,0.8945045045045045,0.1373913043478261,0.7687188019966722,0.6501352134440795,1.0,0.4131736526946107,0.7212479201331117,0.5282709925770579,0.9626497695852536,0.0938922155688622,magneto,False,radam,0.01,100,0,,mobile,False,100
260df0ed839b48529e1996697bac30ef,,0.2,0.8343949044585988,0.7847630238934586,1.0,0.8043478260869565,0.7587898089171976,0.6918654524089307,0.8535135135135136,0.5302173913043479,0.9450915141430948,0.9276746047076354,0.976958525345622,0.8922155688622755,0.8784525790349419,0.8312039515439169,0.937557603686636,0.7248502994011975,magneto,False,sgd,0.01,100,0,,mobile,False,100
aed25760dac24cd390a0934a2a5ca1d2,,0.2,0.8152866242038217,0.7752643948296122,1.0,0.9347826086956522,0.7228025477707007,0.6456649040344693,0.831981981981982,0.4593478260869565,0.848585690515807,0.777277242749524,0.9631336405529954,0.6167664670658682,0.8013477537437603,0.7034946466513975,0.9237557603686638,0.4832335329341317,magneto,False,ranger,0.01,100,0,,mobile,False,100
1c7ee5ba26ff4ed4b2fb0593a72d6159,,0.2,0.713375796178344,0.5254602428515472,1.0,1.0,0.6882802547770703,0.5001233842538191,0.9545945945945944,0.0456521739130434,0.7254575707154742,0.530623085625983,1.0,0.2754491017964072,0.7192678868552415,0.5003761141311847,0.9930875576036868,0.0076646706586826,magneto,False,adam,0.01,100,0,,mobile,False,100
3c190915d79e44d09bb72fe3852cb423,,0.2,0.7388535031847134,0.6586368977673325,1.0,1.0,0.6408917197452229,0.5291784175479827,0.7990090090090091,0.2593478260869565,0.78369384359401,0.6402494550070367,1.0,0.3353293413173652,0.7287687188019967,0.5565210132729932,0.9442396313364056,0.1688023952095808,magneto,False,radam,0.01,100,0,,mobile,False,100
2a4d7083c0ed4bb3942911e8165aec4d,,0.2,0.8280254777070064,0.7574422248335291,1.0,0.9565217391304348,0.7198726114649682,0.6477301214257737,0.821981981981982,0.4734782608695652,0.8435940099833611,0.7682952068213802,0.9631336405529954,0.5988023952095808,0.8015973377703826,0.703446425122106,0.924377880184332,0.4825149700598803,magneto,False,ranger,0.01,100,0,,mobile,False,100
1c7fa00a19bb4de8a88b7ac8eaa85ffd,,0.2,0.8407643312101911,0.804641598119859,1.0,0.8260869565217391,0.7759235668789809,0.7144212690951821,0.862972972972973,0.5658695652173913,0.9500831946755408,0.9285990231518528,0.9838709677419356,0.8802395209580839,0.8812978369384361,0.83571587240266,0.9383179723502304,0.7331137724550899,magneto,False,sgd,0.01,100,0,,mobile,False,100
6d0601ec056b418aa8412df61fd8a8bc,,0.2,0.713375796178344,0.5966509988249119,1.0,1.0,0.6712738853503187,0.5021631414022718,0.9106306306306304,0.093695652173913,0.7254575707154742,0.5160876403874279,1.0,0.2395209580838323,0.7164725457570716,0.5002641491211126,0.9869354838709676,0.0135928143712574,magneto,False,adam,0.01,100,0,,mobile,False,100
1265f7d578ec402380d8e3608bc64154,,0.2,0.8471337579617835,0.7836858597728164,0.990990990990991,0.8043478260869565,0.7653503184713376,0.6952320799059929,0.8645945945945946,0.5258695652173913,0.9500831946755408,0.9322828996385112,0.97926267281106,0.8922155688622755,0.8833444259567387,0.8386064736885674,0.9393087557603688,0.7379041916167663,magneto,False,sgd,0.01,100,0,,mobile,False,100
c1b9846def834b139efb3199978e2bc1,,0.2,0.713375796178344,0.5108695652173914,1.0,1.0,0.6952866242038218,0.5000499412455934,0.9716216216216216,0.0284782608695652,0.7254575707154742,0.5170396534120698,1.0,0.2395209580838323,0.7177703826955077,0.5000391843042027,0.9901382488479262,0.009940119760479,magneto,False,adam,0.01,100,0,,mobile,False,100
eb789de8f5b041a4be7e34cfa5ec8dc5,,0.2,0.7579617834394905,0.7097532314923619,1.0,1.0,0.6468789808917198,0.523737759498629,0.8211711711711712,0.2263043478260869,0.7603993344425957,0.614910731532327,1.0,0.3233532934131736,0.722495840266223,0.5251196225061399,0.9694009216589862,0.0808383233532934,magneto,False,radam,0.01,100,0,,mobile,False,100
b07ad2c5bf5545759fb82b790b1c277a,,0.2,0.8280254777070064,0.7423619271445357,1.0,0.9130434782608696,0.7311464968152868,0.6446915393654524,0.8535135135135136,0.4358695652173912,0.8419301164725458,0.7634592566020033,0.956221198156682,0.6107784431137725,0.799234608985025,0.7004842848864483,0.9227649769585256,0.4782035928143712,magneto,False,ranger,0.01,100,0,,mobile,False,100
30b81c20373c4f6eadc0efd016b987d1,,0.2,0.8535031847133758,0.8038582060321191,1.0,0.8260869565217391,0.7865605095541404,0.720288875832354,0.8803603603603605,0.5602173913043479,0.9367720465890184,0.9041847181213608,0.9861751152073732,0.8383233532934131,0.8699001663893509,0.8066971356825519,0.9489631336405528,0.6644311377245511,magneto,False,sgd,0.01,100,0,,shuffle,False,100
